,n,p_contradiction,p_entailment,p_neutral,boundary,isArtifact,diff
canvass,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
cartful,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
swimmies,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
architecturally,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
concerning,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
a1,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
krishna,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
nook,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
reddishorange,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bada,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bing,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
ti,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
palmtree,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bilbo,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
baggins,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
kickoff,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
sombody,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
flocking,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pudgy,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bookmarks,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
hooding,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
contingent,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
wits,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
girt,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
lilo,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
irregular,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
goatees,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
centurion,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
carhartt,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
84,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
peterson,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
simmering,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
prow,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
zuccherberg,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
cloudcovered,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pods,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
cements,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bask,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
reaper,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
emphatically,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
balling,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pilgrims,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
displeasure,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
inlet,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
festooned,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
treefilled,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
unbroken,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
heavyduty,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
horizontallystriped,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pleats,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
studious,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
supporter,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
slouching,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
defenseman,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
reflectorvest,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
statued,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
sonoma,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
sourdough,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
medallions,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
sundaes,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
peruvian,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
waisthigh,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
baggies,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
adolescence,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
staffordshire,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
wathing,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
gayer,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
snowscape,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
unmanned,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
lightup,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
uprising,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
enact,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
gelados,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
coldtowne,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
whitecaps,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
dropcloth,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
tractorlike,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
amc,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bellows,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
rippled,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
spirals,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
peloton,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bovine,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
heineke,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
crystalclear,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
imitation,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
bended,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
redclad,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
plum,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
swallows,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
zipped,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
carlsberg,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
jetskiing,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
midstroke,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
spalding,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
craftsmen,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
miniskirts,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
smooch,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
unrolling,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
soled,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
regency,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
pledging,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
tiers,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
anther,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
rappel,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
align,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
headdressed,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
backgroud,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
clothespins,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
gnaws,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
corgie,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
levee,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
marriott,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
marquis,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
arabesque,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
africanamericans,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
neckline,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
loosely,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
candied,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
etiquette,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
tanskinned,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
nottingham,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
neurulation,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
rabobank,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
homebase,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
handymen,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
lumberyard,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
humongous,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
cyan,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
daschund,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
homely,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
populate,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
gonzaga,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
hr,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
selfservice,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
tophats,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
murphys,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
graffitiridden,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
craw,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
screenedin,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
notsocrowded,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.491008068054592,False,1.1576747347212588
